anchor,positive,negative
"67, Middle Street, Bldg lowell middlesex academy charter school, Lowell, Middlesex County, Massachusetts, 01852","57, Market Street, Lowell, Middlesex County, Massachusetts, 01852","177, Grove Street, Reading, Middlesex County, Massachusetts, 01867"
"30, Pleasant Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","227, Fayette Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","850, Broadway Street, Unit 204, Lowell, Middlesex County, Massachusetts, 01854"
"328, Concord Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","20, Williams Road, North Reading, Middlesex County, Massachusetts, 01864"
"850, Central Street, Unit b, Lowell, Middlesex County, Massachusetts, 01852","28, Pollard Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","40, Walkers Brook Drive, Reading, Middlesex County, Massachusetts, 01867"
"65, Summer Street, Unit 149, Lowell, Middlesex County, Massachusetts, 01852","227, Gorham Street, Unit h350, Lowell, Middlesex County, Massachusetts, 01852","422, Summer Avenue, Reading, Middlesex County, Massachusetts, 01867"
"65, Summer Street, Unit 149, Lowell, Middlesex County, Massachusetts, 01852","9, Union Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","101, King Street, Unit 1, Reading, Middlesex County, Massachusetts, 01867"
"28, Pollard Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","40, Elm Street, Lowell, Middlesex County, Massachusetts, 01852","8, Northridge Drive, North Reading, Middlesex County, Massachusetts, 01864"
"227, Gorham Street, Unit h350, Lowell, Middlesex County, Massachusetts, 01852","9, Union Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","276, Wellman Avenue, Chelmsford, Middlesex County, Massachusetts, 01863"
"17, Kearney Square, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","67, Middle Street, Bldg lowell middlesex academy charter school, Lowell, Middlesex County, Massachusetts, 01852","3, Davis Terrace, Unit 2, Lowell, Middlesex County, Massachusetts, 01852"
"196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","407, High Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","171, Rangeway Road, Billerica, Middlesex County, Massachusetts, 01862"
"40, Elm Street, Lowell, Middlesex County, Massachusetts, 01852","850, Central Street, Unit b, Lowell, Middlesex County, Massachusetts, 01852","657, Merrimack Street, Unit 123, Lowell, Middlesex County, Massachusetts, 01854"
"9, Union Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","65, Summer Street, Unit 149, Lowell, Middlesex County, Massachusetts, 01852","45, Hancock Street, Reading, Middlesex County, Massachusetts, 01867"
"57, Market Street, Lowell, Middlesex County, Massachusetts, 01852","17, Kearney Square, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","278, Nesmith Street, Unit 11, Lowell, Middlesex County, Massachusetts, 01852"
"328, Concord Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","407, High Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","87, Bay State Road, Reading, Middlesex County, Massachusetts, 01867"
"67, Middle Street, Bldg lowell middlesex academy charter school, Lowell, Middlesex County, Massachusetts, 01852","17, Kearney Square, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","20, Sheila Avenue, Unit n102, Chelmsford, Middlesex County, Massachusetts, 01863"
"227, Gorham Street, Unit h350, Lowell, Middlesex County, Massachusetts, 01852","9, Union Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","1, Technology Drive, Unit 2012, Chelmsford, Middlesex County, Massachusetts, 01863"
"407, High Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","110, Boylston Lane, Unit 26, Lowell, Middlesex County, Massachusetts, 01852"
"67, Middle Street, Bldg lowell middlesex academy charter school, Lowell, Middlesex County, Massachusetts, 01852","57, Market Street, Lowell, Middlesex County, Massachusetts, 01852","21 a, Longwood Road, Reading, Middlesex County, Massachusetts, 01867"
"850, Central Street, Unit b, Lowell, Middlesex County, Massachusetts, 01852","3, Davis Terrace, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","35, Wilder Street, Unit 323, Lowell, Middlesex County, Massachusetts, 01854"
"39, Wamesit Street, Lowell, Middlesex County, Massachusetts, 01852","28, Pollard Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","113, Walker Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01854"
"78, Prescott Street, Unit 38, Lowell, Middlesex County, Massachusetts, 01852","57, Market Street, Lowell, Middlesex County, Massachusetts, 01852","6, Greenbriar Drive, Unit 102, North Reading, Middlesex County, Massachusetts, 01864"
"9, Union Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","65, Summer Street, Unit 149, Lowell, Middlesex County, Massachusetts, 01852","311, Dunstable Road, Chelmsford, Middlesex County, Massachusetts, 01863"
"65, Summer Street, Unit 149, Lowell, Middlesex County, Massachusetts, 01852","227, Gorham Street, Unit h350, Lowell, Middlesex County, Massachusetts, 01852","363, Wentworth Avenue, Lowell, Middlesex County, Massachusetts, 01852"
"20, William Street, Lowell, Middlesex County, Massachusetts, 01852","78, Prescott Street, Unit 38, Lowell, Middlesex County, Massachusetts, 01852","265, Nesmith Street, Lowell, Middlesex County, Massachusetts, 01852"
"407, High Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","280, Martins Landing, Bldg 8, Unit 207, North Reading, Middlesex County, Massachusetts, 01864"
"78, Prescott Street, Unit 38, Lowell, Middlesex County, Massachusetts, 01852","17, Kearney Square, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","14, Hansom Drive, Merrimac, Essex County, Massachusetts, 01860"
"227, Fayette Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","30, Pleasant Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","9, Little Pond Road, Merrimac, Essex County, Massachusetts, 01860"
"3, Davis Terrace, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","850, Central Street, Unit b, Lowell, Middlesex County, Massachusetts, 01852","58, Linden Street, Unit 2, Reading, Middlesex County, Massachusetts, 01867"
"265, Nesmith Street, Lowell, Middlesex County, Massachusetts, 01852","278, Nesmith Street, Unit 11, Lowell, Middlesex County, Massachusetts, 01852","657, Merrimack Street, Unit 123, Lowell, Middlesex County, Massachusetts, 01854"
"57, Market Street, Lowell, Middlesex County, Massachusetts, 01852","78, Prescott Street, Unit 38, Lowell, Middlesex County, Massachusetts, 01852","35, Wilder Street, Unit 323, Lowell, Middlesex County, Massachusetts, 01854"
"46, Merrill Street, Lowell, Middlesex County, Massachusetts, 01852","39, Wamesit Street, Lowell, Middlesex County, Massachusetts, 01852","221, Salem Street, Lowell, Middlesex County, Massachusetts, 01854"
"723, Central Street, Lowell, Middlesex County, Massachusetts, 01852","28, Pollard Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","30, River Road, Merrimac, Essex County, Massachusetts, 01860"
"17, Kearney Square, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","20, William Street, Lowell, Middlesex County, Massachusetts, 01852","110, Boylston Lane, Unit 26, Lowell, Middlesex County, Massachusetts, 01852"
"227, Gorham Street, Unit h350, Lowell, Middlesex County, Massachusetts, 01852","40, Elm Street, Lowell, Middlesex County, Massachusetts, 01852","31, Green Street, Reading, Middlesex County, Massachusetts, 01867"
"39, Wamesit Street, Lowell, Middlesex County, Massachusetts, 01852","40, Elm Street, Lowell, Middlesex County, Massachusetts, 01852","10, Oscar'S Way, North Reading, Middlesex County, Massachusetts, 01864"
"196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","278, Nesmith Street, Unit 11, Lowell, Middlesex County, Massachusetts, 01852","295, Pawtucket Boulevard, Unit 3, Lowell, Middlesex County, Massachusetts, 01854"
"265, Nesmith Street, Lowell, Middlesex County, Massachusetts, 01852","196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","20, Johnson Street, Lowell, Middlesex County, Massachusetts, 01854"
"40, Elm Street, Lowell, Middlesex County, Massachusetts, 01852","28, Pollard Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","280, Martins Landing, Bldg 8, Unit 207, North Reading, Middlesex County, Massachusetts, 01864"
"723, Central Street, Lowell, Middlesex County, Massachusetts, 01852","40, Elm Street, Lowell, Middlesex County, Massachusetts, 01852","163, County Road, Reading, Middlesex County, Massachusetts, 01867"
"278, Nesmith Street, Unit 11, Lowell, Middlesex County, Massachusetts, 01852","196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","417, Park Street, North Reading, Middlesex County, Massachusetts, 01864"
"46, Merrill Street, Lowell, Middlesex County, Massachusetts, 01852","39, Wamesit Street, Lowell, Middlesex County, Massachusetts, 01852","96, Richardson Road, Unit a13, Chelmsford, Middlesex County, Massachusetts, 01863"
"219, Stackpole Street, Lowell, Middlesex County, Massachusetts, 01852","408, east Merrimack Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","40, Charlemont Court, Chelmsford, Middlesex County, Massachusetts, 01863"
"408, east Merrimack Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","219, Stackpole Street, Lowell, Middlesex County, Massachusetts, 01852","57, Market Street, Lowell, Middlesex County, Massachusetts, 01852"
"219, Stackpole Street, Lowell, Middlesex County, Massachusetts, 01852","408, east Merrimack Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","91, Pawtucket Street, Bldg donahue hall, Unit 104b, Lowell, Middlesex County, Massachusetts, 01854"
"278, Nesmith Street, Unit 11, Lowell, Middlesex County, Massachusetts, 01852","196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","193, Elm Street, Unit 706, North Reading, Middlesex County, Massachusetts, 01864"
"219, Stackpole Street, Lowell, Middlesex County, Massachusetts, 01852","408, east Merrimack Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","28, Walton Street, Billerica, Middlesex County, Massachusetts, 01862"
"165, High Street, Lowell, Middlesex County, Massachusetts, 01852","227, Fayette Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","30, River Road, Merrimac, Essex County, Massachusetts, 01860"
"28, Pollard Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","723, Central Street, Lowell, Middlesex County, Massachusetts, 01852","1361, Pawtucket Boulevard, Unit 21, Lowell, Middlesex County, Massachusetts, 01854"
"20, William Street, Lowell, Middlesex County, Massachusetts, 01852","57, Market Street, Lowell, Middlesex County, Massachusetts, 01852","79, Mount Hope Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01854"
"30, Pleasant Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","165, High Street, Lowell, Middlesex County, Massachusetts, 01852","70, Mount Vernon Street, Reading, Middlesex County, Massachusetts, 01867"
"20, William Street, Lowell, Middlesex County, Massachusetts, 01852","17, Kearney Square, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","25, Strawberry Lane, North Reading, Middlesex County, Massachusetts, 01864"
"723, Central Street, Lowell, Middlesex County, Massachusetts, 01852","40, Elm Street, Lowell, Middlesex County, Massachusetts, 01852","8, Crane Avenue, Unit 1, Lowell, Middlesex County, Massachusetts, 01854"
"165, High Street, Lowell, Middlesex County, Massachusetts, 01852","227, Fayette Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","79, Mount Hope Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01854"
"408, east Merrimack Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","219, Stackpole Street, Lowell, Middlesex County, Massachusetts, 01852","425, Lowell Street, Reading, Middlesex County, Massachusetts, 01867"
"227, Fayette Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","30, Pleasant Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","41, Abbott Road, North Reading, Middlesex County, Massachusetts, 01864"
"17, Kearney Square, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","20, William Street, Lowell, Middlesex County, Massachusetts, 01852","100, Lafayette Street, Lowell, Middlesex County, Massachusetts, 01854"
"278, Nesmith Street, Unit 11, Lowell, Middlesex County, Massachusetts, 01852","265, Nesmith Street, Lowell, Middlesex County, Massachusetts, 01852","41, Boston Road, Unit 155, Billerica, Middlesex County, Massachusetts, 01862"
"196, Rogers Street, Unit 118, Lowell, Middlesex County, Massachusetts, 01852","328, Concord Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","40, Walkers Brook Drive, Reading, Middlesex County, Massachusetts, 01867"
"165, High Street, Lowell, Middlesex County, Massachusetts, 01852","227, Fayette Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","177, Grove Street, Reading, Middlesex County, Massachusetts, 01867"
"28, Pollard Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","40, Elm Street, Lowell, Middlesex County, Massachusetts, 01852","215, Rangeway Road, Unit 22, Billerica, Middlesex County, Massachusetts, 01862"
"3, Davis Terrace, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","850, Central Street, Unit b, Lowell, Middlesex County, Massachusetts, 01852","19, Sherman Road, North Reading, Middlesex County, Massachusetts, 01864"
"78, Prescott Street, Unit 38, Lowell, Middlesex County, Massachusetts, 01852","20, William Street, Lowell, Middlesex County, Massachusetts, 01852","127, Salem Street, Lowell, Middlesex County, Massachusetts, 01854"
"3, Davis Terrace, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","850, Central Street, Unit b, Lowell, Middlesex County, Massachusetts, 01852","15, Bachelder Street, Lowell, Middlesex County, Massachusetts, 01854"
"9, Union Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","227, Gorham Street, Unit h350, Lowell, Middlesex County, Massachusetts, 01852","20, Williams Road, North Reading, Middlesex County, Massachusetts, 01864"
"57, Market Street, Lowell, Middlesex County, Massachusetts, 01852","78, Prescott Street, Unit 38, Lowell, Middlesex County, Massachusetts, 01852","215, Rangeway Road, Unit 22, Billerica, Middlesex County, Massachusetts, 01862"
"46, Merrill Street, Lowell, Middlesex County, Massachusetts, 01852","39, Wamesit Street, Lowell, Middlesex County, Massachusetts, 01852","19, Sherman Road, North Reading, Middlesex County, Massachusetts, 01864"
"30, Pleasant Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","227, Fayette Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01852","166, Chestnut Street, North Reading, Middlesex County, Massachusetts, 01864"
"850, Central Street, Unit b, Lowell, Middlesex County, Massachusetts, 01852","3, Davis Terrace, Unit 2, Lowell, Middlesex County, Massachusetts, 01852","8, Pratt Street, Reading, Middlesex County, Massachusetts, 01867"
"600, Suffolk Street, Unit 426, Lowell, Middlesex County, Massachusetts, 01854","600, Suffolk Street, Unit 455b, Lowell, Middlesex County, Massachusetts, 01854","295, Pawtucket Boulevard, Unit 3, Lowell, Middlesex County, Massachusetts, 01854"
"17, Marshall Terrace, Unit 3, Lowell, Middlesex County, Massachusetts, 01854","79, Mount Hope Street, Unit 2, Lowell, Middlesex County, Massachusetts, 01854","42, Audubon Road, Reading, Middlesex County, Massachusetts, 01867"
"124, Martin Street, Unit 4, Lowell, Middlesex County, Massachusetts, 01854","100, Lafayette Street, Lowell, Middlesex County, Massachusetts, 01854","122, Dracut Street, Lowell, Middlesex County, Massachusetts, 01854"
"438, Varnum Avenue, Lowell, Middlesex County, Massachusetts, 01854","80, Dunbar Avenue, Lowell, Middlesex County, Massachusetts, 01854","282, Suffolk Street, Unit 1, Lowell, Middlesex County, Massachusetts, 01854"
